id,t,patientAMKA,doctorAMKA,diagnosis
8282,2017-02-05 19:44:14,560223098730856794,30417115040586,
8283,2017-02-05 19:44:15,3529959937821976,6304745877947815701,S1121XS
8284,2017-02-05 19:45:02,3529959937821976,6042728556976184,O2491
8285,2017-02-05 19:49:37,3541790331927414,633325356325741801,
8286,2017-02-05 20:07:29,3562706581555576,30417115040586,L230
8287,2017-02-05 20:08:52,5602232985356872,5100138761745641,W1841
8288,2017-02-05 20:11:53,3553784347471595,63048034991073397,H159
8289,2017-02-05 20:16:40,372301803678236,3533987886801784,S82399F
8290,2017-02-05 20:16:47,3573755289215279,6304745877947815701,H52532
8291,2017-02-05 20:36:48,3563303851980848,5100177349948590,W9411XS
8293,2017-02-05 20:41:17,5610979737489985,3537859511007622,
8296,2017-02-05 21:06:04,4062963525573800,3549504964126885,
8297,2017-02-05 21:10:36,201876882989627,63048034991073397,
8298,2017-02-05 21:15:40,3531372598083181,3549504964126885,W1841
8299,2017-02-05 21:24:56,5641820280669388,3565165312704283,
8300,2017-02-05 21:25:20,3542147561349398,3565872852409203,
8301,2017-02-05 21:45:02,6381559880675591,3538166810727911,
8302,2017-02-05 21:51:58,4026780418864814,4986101036974,S1121XS
8304,2017-02-05 21:56:36,4175003685482866,374622986283793,S56493
8305,2017-02-05 22:01:04,5105174159140017,3537859511007622,L02225
8307,2017-02-05 22:08:55,5641821863078310,4913457862323862,W932XXD
8308,2017-02-05 22:12:27,5123544092389269,4986101036974,Y36040
8310,2017-02-05 22:17:30,4175005540787389,3533987886801784,S82871E
8311,2017-02-05 22:21:11,3568391137071479,4844890553480605,
8312,2017-02-05 22:23:29,5543843885085148,4986101036974,
8315,2017-02-05 23:06:29,675961004692635293,3533987886801784,
8316,2017-02-05 23:19:25,4017954051553,6304745877947815701,W932XXD
8318,2017-02-05 23:45:02,5048372776385425,3538166810727911,S82399F
8319,2017-02-05 23:45:07,3588546001554589,3565872852409203,
8320,2017-02-05 23:45:46,3555282331277696,6304161666376116,O2491
8322,2017-02-05 23:52:36,3581373642900270,5602233538436732,
8323,2017-02-05 23:58:13,3565909444179942,3537859511007622,
8324,2017-02-06 00:03:51,58936622752212835,30400751029246,
8326,2017-02-06 00:17:32,374288879782646,6304161666376116,S82871E
8327,2017-02-06 00:17:53,3543261213188903,3533987886801784,S62643S
8328,2017-02-06 00:25:22,6399777162944846,6304161666376116,S6980XS
8329,2017-02-06 00:51:05,3572867106116985,4913457862323862,W1841
8332,2017-02-06 01:20:28,3586496977919683,6304161666376116,S52282F
8333,2017-02-06 01:36:50,5527735871206219,3537844417030308,S56493
8334,2017-02-06 01:42:45,4903105560445311,3537844417030308,S6980XS
8335,2017-02-06 01:59:52,3589651246499050,5100138761745641,
8336,2017-02-06 02:01:13,5610733603495737,6042728556976184,W1841
8337,2017-02-06 02:02:34,3566827466438369,6304161666376116,S6699
8338,2017-02-06 02:03:04,564182624668075411,374283551924806,V1900
8339,2017-02-06 02:12:31,5048376378345398,30417115040586,W9411XS
8341,2017-02-06 02:18:38,201890539813387,4986101036974,O2491
8342,2017-02-06 02:18:54,3557461557481228,3533987886801784,T81516S
8343,2017-02-06 02:21:50,5602247059649176,6304745877947815701,
8345,2017-02-06 02:33:23,3584826581335375,6304161666376116,M84454G
8348,2017-02-06 02:42:55,5602215086748337,3528546887247160,H159
8350,2017-02-06 02:44:58,3560561878702809,4844890553480605,
8351,2017-02-06 02:48:08,5602233146103583,30400751029246,
8352,2017-02-06 02:51:27,4844695986943867,30400751029246,
8353,2017-02-06 02:51:40,3565909444179942,374288783393498,
8354,2017-02-06 02:52:54,4844170190332877,3528546887247160,W9411XS
8355,2017-02-06 02:55:31,3586764535002460,3537859511007622,
8356,2017-02-06 02:59:35,3573972878258756,374622986283793,
8358,2017-02-06 03:06:58,3559676801692688,6331101528239306450,M7501
8360,2017-02-06 03:44:21,201525573872911,3538166810727911,L230
8363,2017-02-06 04:02:16,378472874049237,3538166810727911,M84454G
8364,2017-02-06 04:03:26,3562267483931605,3565872852409203,
8366,2017-02-06 04:23:06,564182993618217039,3531589109644678,
8367,2017-02-06 04:29:45,676185637999326252,4844890553480605,
8370,2017-02-06 04:43:02,633379798810452128,3565872852409203,W9411XS
8371,2017-02-06 04:59:13,67637192646007042,5100177349948590,M3504
8372,2017-02-06 05:01:34,501852285678261077,6304161666376116,S56493
8373,2017-02-06 05:04:39,3553715153425283,6042728556976184,W1841
8374,2017-02-06 05:04:46,5641825717151403290,63048034991073397,
8376,2017-02-06 05:12:34,5641825717151403290,6331101528239306450,
8377,2017-02-06 05:16:43,5602259627769501,3549504964126885,W1841
8378,2017-02-06 05:20:29,3548304480923183,5100177349948590,W9411XS
8379,2017-02-06 05:30:50,4017954051553,5100177349948590,S62643S
8380,2017-02-06 05:37:05,3532228971132269,63048034991073397,H159
8381,2017-02-06 05:38:13,5100143016472181,5602233538436732,
8384,2017-02-06 05:57:07,3548763441883556,3533987886801784,
8385,2017-02-06 06:01:24,589386708913085787,5100177349948590,V1900
8391,2017-02-06 06:29:31,3534628226762216,5100177349948590,M3504
8393,2017-02-06 06:47:11,5602245103652394,4986101036974,M84454G
8394,2017-02-06 06:49:48,502040037202729819,3565872852409203,
8395,2017-02-06 06:55:41,5018899506386857657,3531589109644678,S82032C
8396,2017-02-06 07:02:20,6759540059990536,201976947992697,V1900
8398,2017-02-06 07:14:56,201849497446820,374622986283793,O2491
8400,2017-02-06 07:31:07,5602220309420706,6304745877947815701,M3504
8401,2017-02-06 07:31:40,3532767332848717,3538166810727911,
8402,2017-02-06 07:34:49,4936287679018702064,5100177349948590,S1121XS
8403,2017-02-06 07:43:27,4175003685482866,3531589109644678,
8405,2017-02-06 07:52:09,3538720135832820,4913781114412342,
8406,2017-02-06 07:52:43,6763873071407179,3531589109644678,L02225
8407,2017-02-06 08:01:18,676388520077252241,3537859511007622,S82032C
8409,2017-02-06 08:06:06,6706453446740446,30417115040586,
8411,2017-02-06 08:18:16,5610912914923021,5602233538436732,W9411XS
8412,2017-02-06 08:18:42,4903009186673233,4986101036974,
8413,2017-02-06 08:19:37,30018224649257,36756544512499,
8414,2017-02-06 08:32:59,6759106255037303318,5100177349948590,S82399F
8415,2017-02-06 08:45:12,3559368073357915,3528546887247160,
8416,2017-02-06 08:46:46,5048374309671784,3533987886801784,M1A079
8417,2017-02-06 08:54:13,201751482174385,36756544512499,M1A079
8418,2017-02-06 09:15:39,5610912914923021,6331101528239306450,S6980XS
8419,2017-02-06 09:26:10,5100145798892023,63048034991073397,T81516S
8420,2017-02-06 09:27:04,3558673541664482,3537844417030308,W932XXD
8424,2017-02-06 09:48:09,3572589329846392,372301064587696,
8425,2017-02-06 09:52:33,3573924077739615,3549504964126885,
8426,2017-02-06 09:56:44,3559928982087448,3537844417030308,T81516S
8427,2017-02-06 10:05:19,30120732293394,63048034991073397,
8429,2017-02-06 10:14:55,3531989192536700,5100138761745641,S82399F
8430,2017-02-06 10:21:39,6371304753534365,6042728556976184,
8431,2017-02-06 10:23:22,3553715153425283,3565165312704283,S82032C
8433,2017-02-06 10:40:44,56022514417979057,3531589109644678,S56493
8434,2017-02-06 10:50:58,4041592303803273,374622986283793,S6699
8438,2017-02-06 11:00:38,3579790334307973,3549504964126885,
8441,2017-02-06 11:17:05,3566549051239073,36756544512499,
8444,2017-02-06 11:33:22,6386940762368882,5602233538436732,
8445,2017-02-06 11:34:57,337941433044848,372301064587696,Y36040
8446,2017-02-06 11:38:45,3533216435678646,201976947992697,
8447,2017-02-06 11:45:39,3547261302081064,374622986283793,O2491
8448,2017-02-06 12:05:08,4017956096691684,201976947992697,
8449,2017-02-06 12:05:26,5602259710207310,3549504964126885,
8450,2017-02-06 12:09:05,5580024776198027,5100177349948590,M25262
8451,2017-02-06 12:09:56,3586307866255123,63048034991073397,
8455,2017-02-06 12:32:00,56022121291693505,5100138761745641,
8456,2017-02-06 12:35:36,6761698080200519,6331101528239306450,L230
8457,2017-02-06 12:44:47,3565591752372630,3565165312704283,M25262
8458,2017-02-06 12:53:40,633110909821425367,3565165312704283,H159
8460,2017-02-06 13:16:40,5641821863078310,4913781114412342,
8461,2017-02-06 13:24:51,4593003592771,3531589109644678,
8462,2017-02-06 13:27:26,5610693243622118,5100138761745641,
8463,2017-02-06 13:42:44,6762616892370493,374622986283793,S62643S
8464,2017-02-06 13:46:48,6331108532325308357,6331101528239306450,
8465,2017-02-06 14:05:32,341014040420571,5100177349948590,S52282F
8466,2017-02-06 14:07:03,5602257922971293,3528546887247160,L230
8468,2017-02-06 14:22:55,633446124738845740,374622986283793,W1841
8469,2017-02-06 14:35:50,30228637167231,374622986283793,S6699
8471,2017-02-06 14:43:29,3561270524663436,201976947992697,M3504
8472,2017-02-06 14:48:27,3551318331357213,3528546887247160,W932XXD
8473,2017-02-06 14:50:28,56022539422562861,6304745877947815701,
8474,2017-02-06 14:52:17,3540767533109489,3565872852409203,W9411XS
8476,2017-02-06 14:58:43,5602259627769501,3537859511007622,M84454G
8477,2017-02-06 15:03:15,3555802133809410,3565872852409203,
8478,2017-02-06 15:11:35,3583283240150376,36756544512499,
8481,2017-02-06 15:29:14,3556220241014717,3565872852409203,S83134A
8482,2017-02-06 15:29:58,201502123423271,36756544512499,M84454G
8484,2017-02-06 15:43:09,5602245103652394,4844890553480605,
8485,2017-02-06 15:53:44,5602221346393328,5602233538436732,S56493
8486,2017-02-06 15:54:52,3551008020406682,5100138761745641,
8487,2017-02-06 15:57:45,5108756810077922,36756544512499,
8488,2017-02-06 16:26:09,3586371465516525,6331101528239306450,
8489,2017-02-06 16:26:59,3553471880593957,5100177349948590,W1841
8490,2017-02-06 16:35:27,5602220309420706,374622986283793,
8491,2017-02-06 16:36:05,3574654766766533,36756544512499,
8492,2017-02-06 16:37:23,67618174531205926,3537859511007622,S62643S
8495,2017-02-06 17:17:45,56022121291693505,3537844417030308,M84454G
8496,2017-02-06 17:22:49,201545641463394,63048034991073397,H52532
8498,2017-02-06 17:50:34,6767011911221373536,3537844417030308,S82032C
8499,2017-02-06 18:02:23,30458061915769,6331101528239306450,S63281S
8500,2017-02-06 18:10:31,670635591586262330,63048034991073397,
8501,2017-02-06 18:15:21,5602243683994203,4986101036974,M7501
8502,2017-02-06 18:17:03,3572776720998761,5100177349948590,M1A079
8503,2017-02-06 18:22:33,6709593013583796053,4913457862323862,
8504,2017-02-06 18:33:32,5327234402614564,201976947992697,S62643S
8506,2017-02-06 18:42:03,4175006998278830,6304745877947815701,S52282F
8507,2017-02-06 18:51:53,3576056804871473,3565872852409203,
8508,2017-02-06 18:55:19,5602216669529805,201976947992697,S52613B
8509,2017-02-06 18:55:51,5641829075061669,4844890553480605,S2223XB
8510,2017-02-06 18:59:28,560223134707985181,5100177349948590,S6980XS
8511,2017-02-06 19:00:53,3548950820137239,3537859511007622,S56493
8513,2017-02-06 19:07:07,5010122302998793,30417115040586,
8514,2017-02-06 19:14:13,3553065412364091,374283551924806,W1841
8516,2017-02-06 19:25:30,3589645973386027,5100138761745641,
8517,2017-02-06 19:25:42,3586020627003688,30417115040586,
8519,2017-02-06 19:40:54,56022106731079688,201976947992697,S1121XS
8520,2017-02-06 19:43:38,30167258000562,4986101036974,L230
8521,2017-02-06 20:13:15,3581992744715953,5100138761745641,
8522,2017-02-06 20:25:12,372301803678236,63048034991073397,T81516S
8525,2017-02-06 20:46:03,5101210558308443,6304745877947815701,S1121XS
8526,2017-02-06 20:58:22,4911887537919672,63048034991073397,M1A079
8527,2017-02-06 21:06:37,5182969161074237,63048034991073397,
8528,2017-02-06 21:13:33,3541585848498473,3565165312704283,
8529,2017-02-06 21:15:30,3580013034560453,3531589109644678,W932XXD
8530,2017-02-06 21:20:49,4911728019542783001,374283551924806,T81516S
8531,2017-02-06 21:22:54,3556600217454445,5100138761745641,M25262
8532,2017-02-06 21:27:32,3549323398766772,6304745877947815701,
8533,2017-02-06 21:41:14,676185637999326252,3537844417030308,
8535,2017-02-06 21:47:28,3534365056454966,374288783393498,
8536,2017-02-06 22:02:34,3578822915988011,3537844417030308,
8537,2017-02-06 22:06:57,3561474491562437,4913781114412342,Y36040
8539,2017-02-06 22:16:04,201834340273399,63048034991073397,
8541,2017-02-06 22:44:01,3560790410540001,3565872852409203,H159
8542,2017-02-06 22:51:04,3542275521475035,4986101036974,K449
8543,2017-02-06 22:59:10,337941159755585,5602233538436732,
8545,2017-02-06 23:15:59,3563299140409708,6304161666376116,S52613B
8547,2017-02-06 23:22:53,3545994499814267,4844890553480605,W9411XS
8548,2017-02-06 23:50:52,3560308459243195,6331101528239306450,L230
8549,2017-02-06 23:51:13,3546530524009975,372301064587696,T81516S
8550,2017-02-07 00:09:07,3537282044789279,3565872852409203,O2491
8551,2017-02-07 00:47:06,344985107506005,374622986283793,M25262
8552,2017-02-07 00:49:12,6390299160388248,36756544512499,
8553,2017-02-07 00:56:10,3583933721747641,372301064587696,S52282F
8556,2017-02-07 01:24:56,3555822437805690,30417115040586,
8557,2017-02-07 01:28:16,6763097966653198,30417115040586,
8558,2017-02-07 01:28:44,5610979737489985,3537844417030308,
8559,2017-02-07 01:28:56,6377068029234530,5100138761745641,W9411XS
8561,2017-02-07 01:50:49,3583418161262483,3537859511007622,M3504
8562,2017-02-07 01:54:35,201839451733669,374283551924806,
8563,2017-02-07 01:57:47,63046393620078256,6304745877947815701,S63281S
8564,2017-02-07 01:58:37,4405162980157888,4913457862323862,
8566,2017-02-07 02:12:45,5440432441189414,374622986283793,H52532
8567,2017-02-07 02:20:48,3588546001554589,36756544512499,
8568,2017-02-07 02:22:42,6767956379003166,6331101528239306450,M7501
8569,2017-02-07 02:35:00,3581339435042307,30417115040586,W932XXD
8570,2017-02-07 02:42:14,5002350554609558,30400751029246,
8571,2017-02-07 02:57:08,5641826963696853255,6331101528239306450,V1900
8573,2017-02-07 03:03:56,4917395086679683,30417115040586,
8576,2017-02-07 03:24:01,6763097966653198,6304161666376116,
8577,2017-02-07 03:25:46,5002351869448138,3538166810727911,S82871E
8578,2017-02-07 03:28:34,3579226458500911,36756544512499,Y36040
8579,2017-02-07 03:28:51,3561548199494942,3533987886801784,
8581,2017-02-07 03:39:44,6761341237506559,3565165312704283,S82871E
8582,2017-02-07 03:43:49,3529327676458733,372301064587696,
8583,2017-02-07 03:44:31,6388470107877692,633325356325741801,
8585,2017-02-07 03:50:37,30347190756121,5100138761745641,W1841
8586,2017-02-07 03:52:25,630473010153386249,30400751029246,S52613B
8587,2017-02-07 04:05:42,4041372021543,3565165312704283,S6980XS
8588,2017-02-07 04:06:50,6763443124651959132,4986101036974,S82032C
8589,2017-02-07 04:19:00,5490049260048619,5100138761745641,M84454G
8591,2017-02-07 04:32:57,3546667453013691,3537844417030308,
8592,2017-02-07 04:37:24,3548308544801913,6304161666376116,
8593,2017-02-07 04:43:36,3579843458909171,374622986283793,
8594,2017-02-07 04:45:06,3546049634758728,633325356325741801,K449
8595,2017-02-07 04:55:30,4405454004615185,3531589109644678,S82399F
8596,2017-02-07 05:01:35,4041374797904994,3537844417030308,S63281S
8599,2017-02-07 05:24:03,201574131461056,5602233538436732,L02225
8601,2017-02-07 05:38:26,3545177490615665,6331101528239306450,
8602,2017-02-07 05:39:46,4905283394323790270,30417115040586,O2491
8604,2017-02-07 05:49:06,6334758282285849381,5100138761745641,W1841
8607,2017-02-07 05:58:24,3536536262191372,374283551924806,
8608,2017-02-07 05:59:53,30571307575930,3531589109644678,
8609,2017-02-07 06:02:41,5048376378345398,30400751029246,S83134A
8610,2017-02-07 06:03:13,3585313417632167,5100138761745641,M84454G
8611,2017-02-07 06:04:13,30213766405545,6331101528239306450,H52532
8612,2017-02-07 06:07:40,4017953238318,3537844417030308,
8614,2017-02-07 06:18:26,5641826963696853255,6042728556976184,S82399F
8615,2017-02-07 06:24:04,63044728155022835,4986101036974,K449
8617,2017-02-07 06:56:23,374288963344519,3533987886801784,
8618,2017-02-07 07:01:16,4405454004615185,3565165312704283,M1A079
8619,2017-02-07 07:01:40,343771110591387,201976947992697,S56493
8620,2017-02-07 07:20:49,3544001928452460,372301064587696,W1841
8621,2017-02-07 07:39:47,3566022707336859,372301064587696,
8622,2017-02-07 07:42:57,4844170190332877,5602233538436732,S56493
8623,2017-02-07 08:03:06,58936622752212835,36756544512499,
8624,2017-02-07 08:07:54,3553671161203859,5100138761745641,
8625,2017-02-07 08:10:14,3557986459236460,6304161666376116,
8626,2017-02-07 08:26:00,3538281134987461,3565165312704283,
8627,2017-02-07 08:58:06,3549323398766772,63048034991073397,M7501
8628,2017-02-07 09:00:29,201405055904013,3538166810727911,S52613B
8631,2017-02-07 09:35:26,491105784498492432,36756544512499,S82399F
8632,2017-02-07 09:44:46,67099671675502172,3531589109644678,S56493
8633,2017-02-07 09:59:22,3546049634758728,6331101528239306450,M7501
8635,2017-02-07 10:13:15,3576267413708580,3565165312704283,S2223XB
8636,2017-02-07 10:15:53,4405162980157888,633325356325741801,S82032C
8637,2017-02-07 10:16:15,6304969807162669946,3537859511007622,S52613B
8638,2017-02-07 10:16:28,3538589205770388,3537844417030308,
8639,2017-02-07 10:22:54,3546528948458455,6042728556976184,S56493
8640,2017-02-07 10:24:03,3572776720998761,374622986283793,V1900
8641,2017-02-07 10:43:06,4405292274405493,3538166810727911,
8642,2017-02-07 10:51:13,604278007493340789,4986101036974,S82871E
8643,2017-02-07 10:57:09,3540001569592511,36756544512499,S82871E
8644,2017-02-07 11:08:24,3570442248270892,6304745877947815701,T81516S
8645,2017-02-07 11:12:20,491151082406219903,374288783393498,
8646,2017-02-07 11:14:58,3551271190667638,374288783393498,
8647,2017-02-07 11:16:43,374622212062185,63048034991073397,
8648,2017-02-07 11:25:13,5100131674044004,3565165312704283,S6699
8651,2017-02-07 11:34:54,3584100898092156,374283551924806,
8653,2017-02-07 11:46:52,6370096883255470,6331101528239306450,
8655,2017-02-07 12:00:35,3551132462049444,201976947992697,W1841
8656,2017-02-07 12:05:42,3563303851980848,3528546887247160,
8657,2017-02-07 12:09:48,6761399593491840,3537859511007622,K449
8658,2017-02-07 12:11:25,378472874049237,30417115040586,S83134A
8659,2017-02-07 12:23:28,5610179968571680,4986101036974,S1121XS
8660,2017-02-07 12:24:41,4936109433267869463,201976947992697,
8662,2017-02-07 12:26:17,5129351903340851,3549504964126885,S83134A
8664,2017-02-07 12:36:13,5108754830720019,4844890553480605,S52282F
8665,2017-02-07 12:41:18,201682308706409,3528546887247160,S82399F
8666,2017-02-07 12:45:06,3574654766766533,30417115040586,M84454G
8667,2017-02-07 12:47:52,50183592728439985,4844890553480605,W9411XS
8668,2017-02-07 12:59:31,337941374574274,3528546887247160,
8669,2017-02-07 13:03:26,3589645973386027,4844890553480605,
8670,2017-02-07 13:08:30,4911107579083984,6304745877947815701,
8671,2017-02-07 13:12:33,3557986459236460,4986101036974,
8673,2017-02-07 13:27:55,6763873071407179,372301064587696,
8677,2017-02-07 13:45:11,4017954051553,3537859511007622,M25262
8678,2017-02-07 13:45:13,374288963344519,63048034991073397,Y36040
8679,2017-02-07 13:49:27,3584724216090368,30400751029246,S82399F
8680,2017-02-07 14:01:01,3587140032153115,6331101528239306450,
8682,2017-02-07 14:11:12,30018224649257,3565872852409203,S2223XB
8683,2017-02-07 14:11:53,6709170882200779,4986101036974,
8684,2017-02-07 14:16:32,3561548199494942,374288783393498,
8685,2017-02-07 14:22:05,4911280411516097,5100177349948590,
8686,2017-02-07 14:22:06,3529959937821976,30417115040586,W932XXD
8687,2017-02-07 14:25:23,5610733603495737,3565872852409203,
8688,2017-02-07 14:29:27,3551107991179292,5100177349948590,S82871E
8689,2017-02-07 14:30:33,3587140032153115,6042728556976184,
8690,2017-02-07 14:31:28,3579417993552737,3565872852409203,W9411XS
8691,2017-02-07 14:49:02,4903761620701603529,30400751029246,S6980XS
8692,2017-02-07 15:04:18,676272512434509040,372301064587696,W9411XS
8693,2017-02-07 15:04:51,3547469768500028,6042728556976184,S82399F
8694,2017-02-07 15:04:54,3589513236811886,3549504964126885,W932XXD
8696,2017-02-07 15:15:08,3547073163298335,30417115040586,S82032C
8697,2017-02-07 15:15:37,604278007493340789,6304161666376116,S82399F
8698,2017-02-07 15:21:36,5610669324469819,5100177349948590,
8699,2017-02-07 15:26:16,3543593353862487,6042728556976184,
8700,2017-02-07 15:26:30,3569680519706036,372301064587696,
8701,2017-02-07 15:27:49,3552810674784069,372301064587696,V1900
8704,2017-02-07 15:58:24,3548763441883556,6042728556976184,L02225
8705,2017-02-07 16:01:38,5602252032170001,63048034991073397,W932XXD
8706,2017-02-07 16:03:52,56022514417979057,3528546887247160,
8707,2017-02-07 16:05:32,374283853795888,6331101528239306450,
8708,2017-02-07 16:13:23,490300795185197071,6331101528239306450,T81516S
8709,2017-02-07 16:26:52,5602221119870528,3531589109644678,Y36040
8710,2017-02-07 16:34:19,3573174970307892,3533987886801784,
8711,2017-02-07 16:38:20,5108756810077922,63048034991073397,V1900
8712,2017-02-07 16:41:47,5335726140257531,6331101528239306450,W932XXD
8713,2017-02-07 16:49:42,3548961707922718,3528546887247160,T81516S
8714,2017-02-07 16:50:41,201882571693991,3537859511007622,
8716,2017-02-07 17:08:06,4175005540787389,3528546887247160,S1121XS
8718,2017-02-07 17:30:54,5214173098905702,3537844417030308,L230
8719,2017-02-07 17:36:41,3548763441883556,4844890553480605,
8721,2017-02-07 17:42:48,67064861156278134,6331101528239306450,S82871E
8722,2017-02-07 17:47:06,3554194214507753,3528546887247160,W9411XS
8723,2017-02-07 17:47:58,3567871289489059,6304161666376116,
8724,2017-02-07 17:57:33,5020219056074686,374283551924806,
8726,2017-02-07 18:09:15,3543593353862487,3538166810727911,W9411XS
8728,2017-02-07 18:35:12,4041592303803273,6331101528239306450,
8729,2017-02-07 18:43:40,6763737005345336,4913457862323862,H159
8730,2017-02-07 18:47:17,3568453812201829,3538166810727911,S83134A
8731,2017-02-07 18:53:00,3582400817842778,6304745877947815701,S62643S
8732,2017-02-07 18:58:32,5641829075061669,372301064587696,
8733,2017-02-07 18:59:20,3532801966679724,30400751029246,
8738,2017-02-07 19:57:46,676162863525719334,372301064587696,
8739,2017-02-07 19:57:55,3541790331927414,374622986283793,
8740,2017-02-07 19:58:14,4175002793014041,3537844417030308,
8742,2017-02-07 20:08:04,490367893136716410,3533987886801784,
8743,2017-02-07 20:09:28,3540001569592511,63048034991073397,
8744,2017-02-07 20:28:35,3568765392252538,3537859511007622,S82032C
8745,2017-02-07 20:30:50,3561471100353059,4844890553480605,H52532
8746,2017-02-07 20:39:47,5181283216784597,5100138761745641,W932XXD
8747,2017-02-07 20:51:26,3536536262191372,3565872852409203,S52613B
8749,2017-02-07 21:03:17,3547837279318793,372301064587696,S52613B
8750,2017-02-07 21:08:57,3553769492600395,30400751029246,W1841
8751,2017-02-07 21:20:02,5108754830720019,372301064587696,S82399F
8752,2017-02-07 21:25:10,3560790410540001,372301064587696,
8753,2017-02-07 21:30:34,4903595586835174,5602233538436732,S63281S
8754,2017-02-07 21:37:14,3545408737486960,3537844417030308,
8755,2017-02-07 21:37:47,6761207765447342262,5602233538436732,W9411XS
8756,2017-02-07 21:46:49,5100140125908295,3533987886801784,S52613B
8758,2017-02-07 21:54:36,6762166650382388891,3565872852409203,S82871E
8761,2017-02-07 21:58:53,5181283216784597,4986101036974,
8760,2017-02-07 21:58:53,374288963344519,36756544512499,W1841
8763,2017-02-07 22:10:07,30314134227387,374288783393498,S52282F
8764,2017-02-07 22:29:47,3540539460063538,372301064587696,S82871E
8765,2017-02-07 22:36:33,6761698080200519,4913781114412342,
8766,2017-02-07 22:38:14,6383461034312387,3533987886801784,Y36040
8767,2017-02-07 22:44:46,4936460249866309,30400751029246,
8768,2017-02-07 22:49:58,3575678313891618,201976947992697,
8769,2017-02-07 22:58:19,4175006151620943,374283551924806,S1121XS
8770,2017-02-07 23:03:52,58931784229775813,4986101036974,S52613B
8772,2017-02-07 23:22:15,5641823347649532369,374288783393498,S2223XB
8773,2017-02-07 23:23:59,201830499158753,3565872852409203,M7501
8774,2017-02-07 23:28:27,3553769492600395,3537844417030308,S52613B
8775,2017-02-07 23:37:58,3566022707336859,63048034991073397,L230
8777,2017-02-07 23:48:35,6709541422226304253,201976947992697,
8778,2017-02-07 23:54:35,6706453446740446,5100177349948590,
8779,2017-02-07 23:54:56,5335726140257531,3565165312704283,O2491
8780,2017-02-07 23:55:52,5610669324469819,372301064587696,
8781,2017-02-07 23:57:59,6304969807162669946,3538166810727911,
8782,2017-02-08 00:03:14,677157553714643982,5100138761745641,S82871E
8784,2017-02-08 00:19:00,5010120072484713,372301064587696,
8785,2017-02-08 00:27:11,3548260370809124,3549504964126885,S82871E
8786,2017-02-08 00:50:00,3562062178009944,4844890553480605,
8788,2017-02-08 01:03:33,6761341237506559,6042728556976184,
8789,2017-02-08 01:05:28,3555268618905257,6304745877947815701,
8790,2017-02-08 01:08:15,6399777162944846,3528546887247160,
8792,2017-02-08 01:21:37,3548426232656488,3533987886801784,L230
8793,2017-02-08 01:29:29,63049250464771544,3533987886801784,S6699
8794,2017-02-08 01:32:49,5602228983117274,5602233538436732,L02225
8797,2017-02-08 01:48:33,5641825717151403290,3549504964126885,
8801,2017-02-08 01:58:59,3567249601622626,30417115040586,L230
8802,2017-02-08 01:59:56,3529327676458733,30400751029246,W932XXD
8803,2017-02-08 02:07:15,201834340273399,3537859511007622,S83134A
8806,2017-02-08 02:24:00,3538235818266394,3531589109644678,H159
8807,2017-02-08 02:45:59,5602224296554642,3538166810727911,M3504
8808,2017-02-08 02:47:48,5602256656624881908,4844890553480605,M7501
8809,2017-02-08 02:48:39,3544636501594582,5100138761745641,L02225
8811,2017-02-08 03:06:52,4508555887400374,30417115040586,S82399F
8812,2017-02-08 03:16:52,3545307573588402,374283551924806,S83134A
8813,2017-02-08 03:18:39,4017952310401158,6304745877947815701,
8814,2017-02-08 03:19:35,3589607472770853,30400751029246,
8815,2017-02-08 03:21:04,56022289721170301,372301064587696,V1900
8817,2017-02-08 03:22:57,4405292274405493,5100177349948590,W9411XS
8822,2017-02-08 04:18:03,201506598071432,374288783393498,W932XXD
8823,2017-02-08 04:20:23,5010122302998793,3528546887247160,L230
8824,2017-02-08 04:28:42,5602210334133358,3533987886801784,M3504
8826,2017-02-08 04:36:41,6767011911221373536,3533987886801784,T81516S
8827,2017-02-08 04:58:39,3538790748730612,6331101528239306450,S1121XS
8828,2017-02-08 05:01:05,6767710174805929108,201976947992697,L230
8830,2017-02-08 05:12:17,5100170896479846,372301064587696,
8831,2017-02-08 05:12:18,4903105560445311,3528546887247160,
8832,2017-02-08 05:13:19,3586496977919683,6304745877947815701,S52282F
8834,2017-02-08 06:05:03,5435051482672299,201976947992697,
8835,2017-02-08 06:05:37,5474174794295542,374288783393498,M7501
8836,2017-02-08 06:12:22,5545069135243133,201976947992697,V1900
8839,2017-02-08 06:19:45,3580414896955296,3537859511007622,H159
8840,2017-02-08 06:27:38,676145892496088272,5100177349948590,
8841,2017-02-08 06:30:30,3535463307329761,3533987886801784,
8842,2017-02-08 06:47:02,4405162980157888,63048034991073397,W1841
8844,2017-02-08 06:49:43,3548667949878671,63048034991073397,L02225
8845,2017-02-08 07:03:25,3538720135832820,3537859511007622,S6699
8847,2017-02-08 07:15:56,3564113919384530,3565165312704283,S63281S
8848,2017-02-08 07:17:36,3541289851531151,201976947992697,
8849,2017-02-08 07:25:23,560224299199139834,374622986283793,
8850,2017-02-08 07:32:59,3537300788274728,3565165312704283,S83134A
8852,2017-02-08 07:41:03,3530902436302541,4844890553480605,S82871E
8853,2017-02-08 07:43:10,201839451733669,3528546887247160,
8854,2017-02-08 07:47:29,30292093560545,633325356325741801,
8855,2017-02-08 07:47:34,3541043014634372,6042728556976184,S6980XS
